equation,type_eq,answer,reasoning,label,source_file,true_answer,solution_latex,llm_solution,normalized_equation,token_text,token_count,label_id,split
y^{\prime}=-1460+2174x+6555x^{2}+10748x^{3}-18560x^{4},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=-1460x+1087x^{2}+2185x^{3}+2687x^{4}-3712x^{5}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=-1460+2174x+6555x^{2}+10748x^{3}-18560x^{4}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(-1460+2174x+6555x^{2}+10748x^{3}-18560x^{4}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=-1460x+1087x^{2}+2185x^{3}+2687x^{4}-3712x^{5}+C$. Therefore, $\boxed{y=-1460x+1087x^{2}+2185x^{3}+2687x^{4}-3712x^{5}+C}$.",,y^{\prime}=-1460+2174x+6555x^{2}+10748x^{3}-18560x^{4},y ^ { prime } = - 1460 + 2174 x + 6555 x ^ { 2 } + 10748 x ^ { 3 } - 18560 x ^ { 4 },32,0,train
y^{\prime}=2518-9732x+5703x^{2}+2992x^{3}-4670x^{4}-29754x^{5}+26565x^{6}+9256x^{7},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=2518x-4866x^{2}+1901x^{3}+748x^{4}-934x^{5}-4959x^{6}+3795x^{7}+1157x^{8}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=2518-9732x+5703x^{2}+2992x^{3}-4670x^{4}-29754x^{5}+26565x^{6}+9256x^{7}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(2518-9732x+5703x^{2}+2992x^{3}-4670x^{4}-29754x^{5}+26565x^{6}+9256x^{7}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=2518x-4866x^{2}+1901x^{3}+748x^{4}-934x^{5}-4959x^{6}+3795x^{7}+1157x^{8}+C$. Therefore, $\boxed{y=2518x-4866x^{2}+1901x^{3}+748x^{4}-934x^{5}-4959x^{6}+3795x^{7}+1157x^{8}+C}$.",,y^{\prime}=2518-9732x+5703x^{2}+2992x^{3}-4670x^{4}-29754x^{5}+26565x^{6}+9256x^{7},y ^ { prime } = 2518 - 9732 x + 5703 x ^ { 2 } + 2992 x ^ { 3 } - 4670 x ^ { 4 } - 29754 x ^ { 5 } + 26565 x ^ { 6 } + 9256 x ^ { 7 },52,0,test
y^{\prime}=1674-2642x,polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=1674x-1321x^{2}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=1674-2642x$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(1674-2642x\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=1674x-1321x^{2}+C$. Therefore, $\boxed{y=1674x-1321x^{2}+C}$.",,y^{\prime}=1674-2642x,y ^ { prime } = 1674 - 2642 x,10,0,train
y^{\prime}=1216-3560x,polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=1216x-1780x^{2}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=1216-3560x$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(1216-3560x\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=1216x-1780x^{2}+C$. Therefore, $\boxed{y=1216x-1780x^{2}+C}$.",,y^{\prime}=1216-3560x,y ^ { prime } = 1216 - 3560 x,10,0,train
y^{\prime}=1961+904x-14244x^{2}+5388x^{3}+15165x^{4}-11526x^{5},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=1961x+452x^{2}-4748x^{3}+1347x^{4}+3033x^{5}-1921x^{6}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=1961+904x-14244x^{2}+5388x^{3}+15165x^{4}-11526x^{5}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(1961+904x-14244x^{2}+5388x^{3}+15165x^{4}-11526x^{5}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=1961x+452x^{2}-4748x^{3}+1347x^{4}+3033x^{5}-1921x^{6}+C$. Therefore, $\boxed{y=1961x+452x^{2}-4748x^{3}+1347x^{4}+3033x^{5}-1921x^{6}+C}$.",,y^{\prime}=1961+904x-14244x^{2}+5388x^{3}+15165x^{4}-11526x^{5},y ^ { prime } = 1961 + 904 x - 14244 x ^ { 2 } + 5388 x ^ { 3 } + 15165 x ^ { 4 } - 11526 x ^ { 5 },38,0,train
y^{\prime}=-2813-894x,polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=-2813x-447x^{2}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=-2813-894x$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(-2813-894x\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=-2813x-447x^{2}+C$. Therefore, $\boxed{y=-2813x-447x^{2}+C}$.",,y^{\prime}=-2813-894x,y ^ { prime } = - 2813 - 894 x,11,0,train
y^{\prime}=4121-232x-7281x^{2}-19644x^{3},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=4121x-116x^{2}-2427x^{3}-4911x^{4}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=4121-232x-7281x^{2}-19644x^{3}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(4121-232x-7281x^{2}-19644x^{3}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=4121x-116x^{2}-2427x^{3}-4911x^{4}+C$. Therefore, $\boxed{y=4121x-116x^{2}-2427x^{3}-4911x^{4}+C}$.",,y^{\prime}=4121-232x-7281x^{2}-19644x^{3},y ^ { prime } = 4121 - 232 x - 7281 x ^ { 2 } - 19644 x ^ { 3 },24,0,train
y^{\prime}=-4054+4520x-10440x^{2}+2396x^{3},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=-4054x+2260x^{2}-3480x^{3}+599x^{4}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=-4054+4520x-10440x^{2}+2396x^{3}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(-4054+4520x-10440x^{2}+2396x^{3}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=-4054x+2260x^{2}-3480x^{3}+599x^{4}+C$. Therefore, $\boxed{y=-4054x+2260x^{2}-3480x^{3}+599x^{4}+C}$.",,y^{\prime}=-4054+4520x-10440x^{2}+2396x^{3},y ^ { prime } = - 4054 + 4520 x - 10440 x ^ { 2 } + 2396 x ^ { 3 },25,0,valid
y^{\prime}=-2682+1056x+11718x^{2}+10036x^{3}-13455x^{4},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=-2682x+528x^{2}+3906x^{3}+2509x^{4}-2691x^{5}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=-2682+1056x+11718x^{2}+10036x^{3}-13455x^{4}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(-2682+1056x+11718x^{2}+10036x^{3}-13455x^{4}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=-2682x+528x^{2}+3906x^{3}+2509x^{4}-2691x^{5}+C$. Therefore, $\boxed{y=-2682x+528x^{2}+3906x^{3}+2509x^{4}-2691x^{5}+C}$.",,y^{\prime}=-2682+1056x+11718x^{2}+10036x^{3}-13455x^{4},y ^ { prime } = - 2682 + 1056 x + 11718 x ^ { 2 } + 10036 x ^ { 3 } - 13455 x ^ { 4 },32,0,train
y^{\prime}=-3469+176x-9036x^{2}+17624x^{3}-18565x^{4},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=-3469x+88x^{2}-3012x^{3}+4406x^{4}-3713x^{5}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=-3469+176x-9036x^{2}+17624x^{3}-18565x^{4}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(-3469+176x-9036x^{2}+17624x^{3}-18565x^{4}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=-3469x+88x^{2}-3012x^{3}+4406x^{4}-3713x^{5}+C$. Therefore, $\boxed{y=-3469x+88x^{2}-3012x^{3}+4406x^{4}-3713x^{5}+C}$.",,y^{\prime}=-3469+176x-9036x^{2}+17624x^{3}-18565x^{4},y ^ { prime } = - 3469 + 176 x - 9036 x ^ { 2 } + 17624 x ^ { 3 } - 18565 x ^ { 4 },32,0,test
y^{\prime}=-2729+6162x,polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=-2729x+3081x^{2}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=-2729+6162x$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(-2729+6162x\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=-2729x+3081x^{2}+C$. Therefore, $\boxed{y=-2729x+3081x^{2}+C}$.",,y^{\prime}=-2729+6162x,y ^ { prime } = - 2729 + 6162 x,11,0,train
^{\prime}=-3743+3410x-14928x^{2}-4256x^{3}+15445x^{4},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=-3743x+1705x^{2}-4976x^{3}-1064x^{4}+3089x^{5}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=-3743+3410x-14928x^{2}-4256x^{3}+15445x^{4}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(-3743+3410x-14928x^{2}-4256x^{3}+15445x^{4}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=-3743x+1705x^{2}-4976x^{3}-1064x^{4}+3089x^{5}+C$. Therefore, $\boxed{y=-3743x+1705x^{2}-4976x^{3}-1064x^{4}+3089x^{5}+C}$.",,^{\prime}=-3743+3410x-14928x^{2}-4256x^{3}+15445x^{4},^ { prime } = - 3743 + 3410 x - 14928 x ^ { 2 } - 4256 x ^ { 3 } + 15445 x ^ { 4 },31,0,train
y^{\prime}=-2942+952x+4416x^{2}-14592x^{3}-18165x^{4}-29376x^{5},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=-2942x+476x^{2}+1472x^{3}-3648x^{4}-3633x^{5}-4896x^{6}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=-2942+952x+4416x^{2}-14592x^{3}-18165x^{4}-29376x^{5}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(-2942+952x+4416x^{2}-14592x^{3}-18165x^{4}-29376x^{5}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=-2942x+476x^{2}+1472x^{3}-3648x^{4}-3633x^{5}-4896x^{6}+C$. Therefore, $\boxed{y=-2942x+476x^{2}+1472x^{3}-3648x^{4}-3633x^{5}-4896x^{6}+C}$.",,y^{\prime}=-2942+952x+4416x^{2}-14592x^{3}-18165x^{4}-29376x^{5},y ^ { prime } = - 2942 + 952 x + 4416 x ^ { 2 } - 14592 x ^ { 3 } - 18165 x ^ { 4 } - 29376 x ^ { 5 },39,0,test
y^{\prime}=2301+3234x-3756x^{2}-11884x^{3}+1750x^{4}+10380x^{5},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=2301x+1617x^{2}-1252x^{3}-2971x^{4}+350x^{5}+1730x^{6}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=2301+3234x-3756x^{2}-11884x^{3}+1750x^{4}+10380x^{5}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(2301+3234x-3756x^{2}-11884x^{3}+1750x^{4}+10380x^{5}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=2301x+1617x^{2}-1252x^{3}-2971x^{4}+350x^{5}+1730x^{6}+C$. Therefore, $\boxed{y=2301x+1617x^{2}-1252x^{3}-2971x^{4}+350x^{5}+1730x^{6}+C}$.",,y^{\prime}=2301+3234x-3756x^{2}-11884x^{3}+1750x^{4}+10380x^{5},y ^ { prime } = 2301 + 3234 x - 3756 x ^ { 2 } - 11884 x ^ { 3 } + 1750 x ^ { 4 } + 10380 x ^ { 5 },38,0,train
y^{\prime}=4323+9314x+12744x^{2},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=4323x+4657x^{2}+4248x^{3}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=4323+9314x+12744x^{2}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(4323+9314x+12744x^{2}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=4323x+4657x^{2}+4248x^{3}+C$. Therefore, $\boxed{y=4323x+4657x^{2}+4248x^{3}+C}$.",,y^{\prime}=4323+9314x+12744x^{2},y ^ { prime } = 4323 + 9314 x + 12744 x ^ { 2 },17,0,train
y^{\prime}=2263-4578x+1908x^{2}+17548x^{3}-12450x^{4}-21726x^{5}+16765x^{6}+22560x^{7},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=2263x-2289x^{2}+636x^{3}+4387x^{4}-2490x^{5}-3621x^{6}+2395x^{7}+2820x^{8}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=2263-4578x+1908x^{2}+17548x^{3}-12450x^{4}-21726x^{5}+16765x^{6}+22560x^{7}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(2263-4578x+1908x^{2}+17548x^{3}-12450x^{4}-21726x^{5}+16765x^{6}+22560x^{7}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=2263x-2289x^{2}+636x^{3}+4387x^{4}-2490x^{5}-3621x^{6}+2395x^{7}+2820x^{8}+C$. Therefore, $\boxed{y=2263x-2289x^{2}+636x^{3}+4387x^{4}-2490x^{5}-3621x^{6}+2395x^{7}+2820x^{8}+C}$.",,y^{\prime}=2263-4578x+1908x^{2}+17548x^{3}-12450x^{4}-21726x^{5}+16765x^{6}+22560x^{7},y ^ { prime } = 2263 - 4578 x + 1908 x ^ { 2 } + 17548 x ^ { 3 } - 12450 x ^ { 4 } - 21726 x ^ { 5 } + 16765 x ^ { 6 } + 22560 x ^ { 7 },52,0,test
y^{\prime}=1617-7560x,polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=1617x-3780x^{2}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=1617-7560x$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(1617-7560x\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=1617x-3780x^{2}+C$. Therefore, $\boxed{y=1617x-3780x^{2}+C}$.",,y^{\prime}=1617-7560x,y ^ { prime } = 1617 - 7560 x,10,0,test
y^{\prime}=-1410+9072x+750x^{2}+17268x^{3}-15235x^{4}-23820x^{5},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=-1410x+4536x^{2}+250x^{3}+4317x^{4}-3047x^{5}-3970x^{6}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=-1410+9072x+750x^{2}+17268x^{3}-15235x^{4}-23820x^{5}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(-1410+9072x+750x^{2}+17268x^{3}-15235x^{4}-23820x^{5}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=-1410x+4536x^{2}+250x^{3}+4317x^{4}-3047x^{5}-3970x^{6}+C$. Therefore, $\boxed{y=-1410x+4536x^{2}+250x^{3}+4317x^{4}-3047x^{5}-3970x^{6}+C}$.",,y^{\prime}=-1410+9072x+750x^{2}+17268x^{3}-15235x^{4}-23820x^{5},y ^ { prime } = - 1410 + 9072 x + 750 x ^ { 2 } + 17268 x ^ { 3 } - 15235 x ^ { 4 } - 23820 x ^ { 5 },39,0,train
y^{\prime}=3924+2390x+9573x^{2},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=3924x+1195x^{2}+3191x^{3}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=3924+2390x+9573x^{2}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(3924+2390x+9573x^{2}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=3924x+1195x^{2}+3191x^{3}+C$. Therefore, $\boxed{y=3924x+1195x^{2}+3191x^{3}+C}$.",,y^{\prime}=3924+2390x+9573x^{2},y ^ { prime } = 3924 + 2390 x + 9573 x ^ { 2 },17,0,train
y^{\prime}=240+300x,polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=240x+150x^{2}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=240+300x$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(240+300x\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=240x+150x^{2}+C$. Therefore, $\boxed{y=240x+150x^{2}+C}$.",,y^{\prime}=240+300x,y ^ { prime } = 240 + 300 x,10,0,train
y^{\prime}=2749+2846x+9285x^{2}-17904x^{3}+22690x^{4}-29706x^{5},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=2749x+1423x^{2}+3095x^{3}-4476x^{4}+4538x^{5}-4951x^{6}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=2749+2846x+9285x^{2}-17904x^{3}+22690x^{4}-29706x^{5}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(2749+2846x+9285x^{2}-17904x^{3}+22690x^{4}-29706x^{5}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=2749x+1423x^{2}+3095x^{3}-4476x^{4}+4538x^{5}-4951x^{6}+C$. Therefore, $\boxed{y=2749x+1423x^{2}+3095x^{3}-4476x^{4}+4538x^{5}-4951x^{6}+C}$.",,y^{\prime}=2749+2846x+9285x^{2}-17904x^{3}+22690x^{4}-29706x^{5},y ^ { prime } = 2749 + 2846 x + 9285 x ^ { 2 } - 17904 x ^ { 3 } + 22690 x ^ { 4 } - 29706 x ^ { 5 },38,0,train
y^{\prime}=-3745-16x-1596x^{2}-7036x^{3}+6825x^{4}+26484x^{5}-15778x^{6}+10128x^{7},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=-3745x-8x^{2}-532x^{3}-1759x^{4}+1365x^{5}+4414x^{6}-2254x^{7}+1266x^{8}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=-3745-16x-1596x^{2}-7036x^{3}+6825x^{4}+26484x^{5}-15778x^{6}+10128x^{7}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(-3745-16x-1596x^{2}-7036x^{3}+6825x^{4}+26484x^{5}-15778x^{6}+10128x^{7}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=-3745x-8x^{2}-532x^{3}-1759x^{4}+1365x^{5}+4414x^{6}-2254x^{7}+1266x^{8}+C$. Therefore, $\boxed{y=-3745x-8x^{2}-532x^{3}-1759x^{4}+1365x^{5}+4414x^{6}-2254x^{7}+1266x^{8}+C}$.",,y^{\prime}=-3745-16x-1596x^{2}-7036x^{3}+6825x^{4}+26484x^{5}-15778x^{6}+10128x^{7},y ^ { prime } = - 3745 - 16 x - 1596 x ^ { 2 } - 7036 x ^ { 3 } + 6825 x ^ { 4 } + 26484 x ^ { 5 } - 15778 x ^ { 6 } + 10128 x ^ { 7 },53,0,train
y^{\prime}=2338+1860x+7191x^{2}-4992x^{3}+2805x^{4}+8406x^{5},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=2338x+930x^{2}+2397x^{3}-1248x^{4}+561x^{5}+1401x^{6}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=2338+1860x+7191x^{2}-4992x^{3}+2805x^{4}+8406x^{5}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(2338+1860x+7191x^{2}-4992x^{3}+2805x^{4}+8406x^{5}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=2338x+930x^{2}+2397x^{3}-1248x^{4}+561x^{5}+1401x^{6}+C$. Therefore, $\boxed{y=2338x+930x^{2}+2397x^{3}-1248x^{4}+561x^{5}+1401x^{6}+C}$.",,y^{\prime}=2338+1860x+7191x^{2}-4992x^{3}+2805x^{4}+8406x^{5},y ^ { prime } = 2338 + 1860 x + 7191 x ^ { 2 } - 4992 x ^ { 3 } + 2805 x ^ { 4 } + 8406 x ^ { 5 },38,0,train
y^{\prime}=-1774-8494x-14256x^{2}+14384x^{3},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=-1774x-4247x^{2}-4752x^{3}+3596x^{4}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=-1774-8494x-14256x^{2}+14384x^{3}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(-1774-8494x-14256x^{2}+14384x^{3}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=-1774x-4247x^{2}-4752x^{3}+3596x^{4}+C$. Therefore, $\boxed{y=-1774x-4247x^{2}-4752x^{3}+3596x^{4}+C}$.",,y^{\prime}=-1774-8494x-14256x^{2}+14384x^{3},y ^ { prime } = - 1774 - 8494 x - 14256 x ^ { 2 } + 14384 x ^ { 3 },25,0,train
y^{\prime}=-3614-4260x-8304x^{2},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=-3614x-2130x^{2}-2768x^{3}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=-3614-4260x-8304x^{2}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(-3614-4260x-8304x^{2}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=-3614x-2130x^{2}-2768x^{3}+C$. Therefore, $\boxed{y=-3614x-2130x^{2}-2768x^{3}+C}$.",,y^{\prime}=-3614-4260x-8304x^{2},y ^ { prime } = - 3614 - 4260 x - 8304 x ^ { 2 },18,0,train
y^{\prime}=1227-8110x-14232x^{2},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=1227x-4055x^{2}-4744x^{3}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=1227-8110x-14232x^{2}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(1227-8110x-14232x^{2}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=1227x-4055x^{2}-4744x^{3}+C$. Therefore, $\boxed{y=1227x-4055x^{2}-4744x^{3}+C}$.",,y^{\prime}=1227-8110x-14232x^{2},y ^ { prime } = 1227 - 8110 x - 14232 x ^ { 2 },17,0,train
y^{\prime}=2305+6704x+8694x^{2}-14640x^{3}+450x^{4},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=2305x+3352x^{2}+2898x^{3}-3660x^{4}+90x^{5}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=2305+6704x+8694x^{2}-14640x^{3}+450x^{4}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(2305+6704x+8694x^{2}-14640x^{3}+450x^{4}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=2305x+3352x^{2}+2898x^{3}-3660x^{4}+90x^{5}+C$. Therefore, $\boxed{y=2305x+3352x^{2}+2898x^{3}-3660x^{4}+90x^{5}+C}$.",,y^{\prime}=2305+6704x+8694x^{2}-14640x^{3}+450x^{4},y ^ { prime } = 2305 + 6704 x + 8694 x ^ { 2 } - 14640 x ^ { 3 } + 450 x ^ { 4 },31,0,train
y^{\prime}=320-3336x-6552x^{2},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=320x-1668x^{2}-2184x^{3}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=320-3336x-6552x^{2}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(320-3336x-6552x^{2}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=320x-1668x^{2}-2184x^{3}+C$. Therefore, $\boxed{y=320x-1668x^{2}-2184x^{3}+C}$.",,y^{\prime}=320-3336x-6552x^{2},y ^ { prime } = 320 - 3336 x - 6552 x ^ { 2 },17,0,train
y^{\prime}=-2351-4944x+432x^{2},polynomial,,,polynomial,polynomial_dataset_solutions_train.xlsx,y=-2351x-2472x^{2}+144x^{3}+C,"We are given the first-order ODE $y'(x)=f(x)$. Here, $f(x)=-2351-4944x+432x^{2}$. Integrate both sides with respect to $x$: $y(x)=\int f(x)\,dx=\int\left(-2351-4944x+432x^{2}\right)dx$. Integrate term-by-term using $\int x^n\,dx=\frac{x^{n+1}}{n+1}$ and $\int a\,dx=ax$. Hence $y(x)=y=-2351x-2472x^{2}+144x^{3}+C$. Therefore, $\boxed{y=-2351x-2472x^{2}+144x^{3}+C}$.",,y^{\prime}=-2351-4944x+432x^{2},y ^ { prime } = - 2351 - 4944 x + 432 x ^ { 2 },18,0,train
